"id","product","short_description","description","print_order","price","per","unit","vat_rate","shelf_life_days","product_zid","category_id"
363,"LA/LE/BL","LAMB LEG B/R BONELESS WEIGHT","Boneless weight price",99,9.40,1,"KG",0,0,,11
364,"LA/LE/BL/IW","LAMB LEG BONELESS ISLE OF WIGHT","",99,9.90,1,"KG",0,0,,11
365,"LA/LE/CA","LAMB LEG CARVERY STYLE","",99,8.10,1,"KG",0,0,,11
366,"LA/LE/CH","LAMB LEG CHOPS","",99,7.90,1,"KG",0,0,,11
367,"LA/LE/DI/IW","LAMB LEG DICED","",99,9.90,1,"KG",0,7,,11
368,"LA/LE/EA","LAMB LEG EASY CARVE","",99,8.40,1,"KG",0,0,,11
369,"LA/LE/MI/IW","LAMB LEG MINCED","",99,9.90,1,"KG",0,0,,11
370,"LA/LE/SH","LAMB LEG SHANK","",99,10.50,1,"KG",0,0,,11
371,"LA/LI","LAMBS LIVER ","",99,2.86,1,"KG",0,4,,13
373,"LA/LO/BI/IW","LAMB LOIN BONE IN","",99,9.00,1,"KG",0,0,,11
374,"LA/LO/BL","LAMB LOIN BONELESS","",99,16.99,1,"KG",0,0,,11
375,"LA/LO/BL/IW","LAMB LOIN BONELESS ISLE OF WIGHT","",99,16.99,1,"KG",0,0,,11
376,"LA/MI","LAMB MINCE SHOULDER","",99,8.80,1,"KG",0,1,,11
377,"LA/MI/BI/IW","LAMB MIDDLES BONE IN","",99,0.00,0,"IN",0,0,,11
378,"LA/MI/BL","LAMB MIDDLE BONELESS","",99,16.99,1,"KG",0,0,,11
379,"LA/NE","LAMB NECK","",99,4.40,1,"KG",0,0,,11
380,"LA/NO/IW","LAMB NOISETTES","",99,16.99,1,"KG",0,0,,11
381,"LA/RA/DE","LAMB RACK ENGLISH DEBARKED","",99,21.00,1,"KG",0,0,,11
382,"LA/RA/IW","LAMB RACK ","",99,16.99,1,"KG",0,0,,11
383,"LA/RA/NZ","LAMB RACKS NEW ZEALAND","",99,15.99,1,"KG",0,0,,11
384,"LA/RI/MI","Minted Lamb Riblets","",99,2.50,1,"EA",0,0,,11
385,"LA/RU","LAMB RUMPS","",99,10.95,1,"KG",0,0,,11
386,"LA/RU/IW","LAMB RUMPS IOW","",99,12.45,1,"KG",0,0,,11
387,"LA/SA/IW","LAMB SADDLES","",99,9.10,1,"KG",0,0,,11
388,"LA/SC","LAMB SCRAG","LAMB SCRAG",99,4.40,1,"KG",0,0,,11
389,"LA/SH/BI/IW","LAMB SHOULDER BONE IN","",99,7.80,1,"KG",0,0,,11
390,"LA/SH/BL/IW","LAMB SHOULDER BONELESS WEIGHT","",99,8.50,1,"KG",0,0,,11
391,"LA/SH/DI","LAMB SHOULDER DICED","",99,8.50,1,"KG",0,0,,11
392,"LA/SH/DI/IW","LAMB SHOULDER DICED IOW","",99,8.80,1,"KG",0,0,,11
393,"LA/SH/FO/IW","LAMB SHORT FORES","",99,6.99,1,"KG",0,0,,11
394,"LA/SH/MA","LAMB SHOULDER MARINATED","",99,9.60,1,"KG",0,0,,11
395,"LA/SP/BBQ","spice up your life big","",99,35.00,1,"EA",0,0,,12
396,"LA/ST/BI","LAMB STEAK BONE IN","",99,7.90,1,"KG",0,0,,11
397,"LA/ST/IW","LAMB STEAKS BONELESS ENGLISH","",99,12.95,1,"KG",0,0,,11
398,"LA/ST/MI/IW","LAMB STEAK MINTED","",99,13.65,1,"KG",0,5,,11
399,"LA/SU","PAUILLAC LAMB HAMPSHIRE","",99,98.00,1,"EA",0,0,,11
400,"LA/SW","LAMB SWEETBREADS","",99,9.60,1,"KG",0,0,,11
401,"LA/TE","LAMB TENDERLOIN","",99,9.00,1,"KG",0,0,,11
402,"LA/TR","LAMB TRIM","Lamb Trim",99,1.50,1,"KG",0,0,,11
403,"LA/WH","WHOLE FRESH LAMB","",99,5.40,1,"KG",0,0,,11
404,"LA/WH/IW","WHOLE FRESH LAMB IW","",99,6.90,1,"KG",0,0,,11
405,"LEEK","DRIED LEEK","",99,0.00,0,"IN",0,0,,10
406,"LEMON","LEMON/PEPPER COATING","",99,0.00,0,"IN",0,0,,10
407,"LIME","LIME","",99,0.00,0,"IN",0,0,,10
408,"LMC","LEG OF MUTTON CUT BEEF","",99,6.50,1,"KG",0,0,,2
410,"MAR","MARMALADE","",99,0.00,0,"IN",0,0,,10
411,"MASTER","MASTERCHOICE PLAIN PORK SEASONING","",99,0.00,0,"IN",0,0,,10
412,"ME/BA","BEEF MEAT BALLS CASE","",99,26.50,1,"EA",0,0,,2
413,"ME/SA","AUTHENTIC MERGUEZ SAUSAGE","",99,6.60,1,"KG",0,0,,16
414,"ME/SL","MHS MEAT SLICER","",99,360.00,1,"EA",0,0,,12
415,"MEG","MERGUEZ SAUSAGE MIX","",99,0.00,0,"IN",0,0,,10
416,"MER","MERITENA WHEAT STARCH","",99,0.00,0,"IN",0,0,,10
417,"MI/BE","BEEF MINCE BEST","",50,5.90,1,"KG",0,1,,2
418,"MI/BE/IW","MINCE BEST IOW REARED","",99,4.90,1,"KG",0,1,,2
420,"MI/BE/PA","MINCE BEST PAD","",99,5.50,1,"KG",0,1,,2
421,"MI/BE/ST","MINCE BEST STEAK","",99,4.90,1,"KG",0,1,,2
422,"MI/GR/BLA","MIXED GRILL EACH","",99,3.00,1,"EA",0,0,,12
423,"MI/GR/FI","MIXED GRILL EACH","",99,4.15,1,"EA",0,0,,12
424,"MI/GR/FL","MIXED GRILL EACH","",99,5.00,1,"EA",0,0,,12
425,"MI/GR/MI","MIXED GRILLS EACH JUNIOR","",99,2.85,1,"EA",0,0,,12
426,"MI/GR/PO","MIXED GRILLS EACH","",99,2.85,1,"EA",0,0,,12
427,"MI/GR/ST","MIXED GRILL EACH","",99,4.35,1,"EA",0,0,,12
428,"MI/GR/VI","MIXED GRILL EACH","",99,4.25,1,"EA",0,0,,12
429,"MI/GR/WH","MIXED GRILL EACH","",99,4.15,1,"EA",0,0,,12
430,"MI/GR/WI","MIXED GRILL EACH","",99,4.15,1,"EA",0,0,,12
431,"MI/ST","MINCE STANDARD","",99,3.50,1,"KG",0,1,,2
432,"MI/TR/IW","MINCE TRIM ISLE OF WIGHT","",99,4.20,0,"IN",0,0,,2
433,"MINT","LAMB/MINT SEASONING","",99,0.00,0,"IN",0,0,,10
434,"MIS","TURBOVAC 800","",99,600.00,1,"EA",0,0,,12
435,"MOR","AUTHENTIC MORTADELLO SLICED","",99,8.20,1,"KG",0,0,,5
436,"MOR/SL","MORTADELLA SLICED 500G","",99,4.50,1,"EA",0,0,,5
437,"MSG","M.S.G","",99,0.00,0,"IN",0,0,,10
438,"MU/LE","MUTTON LEGS","",99,7.00,1,"KG",0,0,,11
439,"MUS","WHOLEGRAIN MUSTARD","",99,0.00,0,"IN",0,0,,10
440,"NET 26","WHITE MICROMESH NETTING 26","",99,0.00,0,"IN",0,0,,10
441,"NET20","WHITE MICROMESH NETTING 20","",99,0.00,0,"IN",0,0,,10
442,"NEW","NEWPRO IP","",99,0.00,0,"IN",0,0,,10
443,"NIT","NITRATE SALT","",99,0.00,0,"IN",0,0,,1
444,"ON","ONION POWDER","",99,0.00,0,"IN",0,0,,10
445,"OPBAL","Opening Balance","Opening Balance",99,0.00,0,"KG",0,0,,10
450,"OX/CH","OX CHEEK","",99,7.65,1,"KG",0,0,,2
451,"OX/HE","OX HEART","",99,2.68,0,"KG",0,0,,13
452,"OX/KI","OX KIDNEY","",99,2.40,1,"KG",0,0,,13
453,"OX/LI","OX LIVER","",99,0.90,1,"KG",0,0,,2
454,"OX/TA","OX TAILS","",99,7.65,1,"KG",0,0,,2
455,"OX/TO","OX TONGUES","",99,4.30,1,"KG",0,0,,2
456,"PA/AR","ARDENNES PATE EACH","",99,10.95,1,"EA",0,0,,14
457,"PA/BR","BRUSSELS PATE 2KG EACH","",99,10.25,1,"EA",0,0,,14
458,"PA/HA","AUTHENTIC PARMA HAM","",99,10.50,1,"KG",0,0,,5
459,"PA/HA/PK","PARMA HAM SLICED 500GM","",99,8.40,1,"EA",0,0,,5
460,"PAD","PAD BEEF","",99,4.85,1,"KG",0,0,,2
461,"PAN","AUTHENTIC PANCETTA","",99,13.25,1,"KG",0,0,,5
462,"PAN/SL/PK","AUTHENTIC PANCETTA SLICED 500GM","",99,8.31,1,"EA",0,0,,5
463,"PAN/SL/SM","AUTHENTIC PANCETTA SLICED SMOKED","",99,13.00,1,"KG",0,0,,5
464,"PAN/SM","AUTHENTIC PANCETTA SMOKED","",99,10.00,1,"KG",0,0,,5
465,"PAP","PAPRIKA","",99,0.00,0,"IN",0,0,,10
466,"PAPER","SILICONE BURGER PAPERS","",99,0.00,0,"IN",0,0,,10
467,"PAR","PARTRIDGE EACH","",99,3.50,1,"EA",0,0,,7
468,"PAS","AUTHENTIC PASTRAMI","",99,12.18,1,"KG",0,0,,5
469,"PEPPER","CRACKED BLACK PEPPER","",99,0.00,0,"IN",0,0,,10
470,"PEPPERCORN","WHOLE WHITE PEPPERCORNS","",99,0.00,0,"IN",0,0,,12
471,"PH/BR","PHEASANT BREASTS EACH","",99,1.50,1,"EA",0,0,,7
473,"PHE","PHEASANT OVEN READY EACH","",99,3.95,1,"EA",0,0,,7
474,"PHE/IW","PHEASANT EACH IOW","",99,3.40,1,"EA",0,0,,7
475,"PI/BR","PIGEON BREAST EACH","",99,1.45,1,"EA",0,0,,7
476,"PI/BR/IW","PIGEON BREAST IOW","",99,1.45,1,"EA",0,0,,7
477,"PI/CH","PIG CHEEK","",99,7.20,1,"KG",0,0,,15
478,"PI/HE","PIG HEADS","",99,0.65,1,"KG",0,0,,15
479,"PI/KI","PIGS KIDNEY","",99,1.55,1,"KG",0,0,,13
480,"PI/LI","PIGS LIVER","",99,1.55,1,"KG",0,0,,13
481,"PI/SK","PIGS SKIN","",99,1.20,1,"KG",0,0,,15
482,"PI/SP","PIG WHOLE ENG F/RANGE MARINATED","",99,4.95,1,"KG",0,0,,15
483,"PI/SU","SUCKLING PIG HAMPSHIRE","",99,80.00,1,"EA",0,0,,15
485,"PI/TR","PIGS TROTTERS","",99,0.80,1,"KG",0,0,,15
486,"PIG","PIG WHOLE ENGLISH HAMPSHIRE","",99,2.80,1,"KG",0,0,,10
487,"PIGEON","WHOLE PIGEON","",99,3.25,1,"EA",0,0,,7
488,"PIGEON/IW","PIGEON WHOLE IOW","",99,3.25,1,"EA",0,0,,7
489,"PIN","LUCAS PINHEAD RUSK","",99,0.00,0,"IN",0,0,,10
490,"PIS","PISTOLAS ENGLISH HAMPSHIRE","",99,0.00,0,"IN",0,0,,10
491,"PLU","PLUCKS","",99,0.99,1,"KG",0,0,,13
492,"PO//SP/ST","PORK SPARE RIB STEAK FREERANGE","",99,3.30,1,"KG",0,0,,15
493,"PO/16","PORK and BEEF SAUSAGE CATERING 16s CASE","",99,16.90,1,"EA",0,0,,16
494,"PO/32","PORK and BEEF SAUSAGE CATERING 32s","",99,20.00,1,"EA",0,0,,16
495,"PO/4","PORK and BEEF SAUSAGE CATERING 4s CASE","",99,12.90,1,"EA",0,0,,16
496,"PO/8","PORK and BEEF SAUSAGE CATERING 8s CASE","",99,12.90,1,"EA",0,0,,16
497,"PO/BE","PORK BELLY LOCAL FREERANGE","",99,5.30,1,"KG",0,0,,15
498,"PO/BE/BA","PORK BELLY BARBECUE","",99,5.80,1,"KG",0,0,,15
499,"PO/BE/BE","PORK BELLY BELGIAN","",99,5.30,1,"KG",0,0,,15
500,"PO/BE/BEL","PORK BELLY BELGIAN","",99,5.30,1,"KG",0,0,,15
501,"PO/BE/BEL/BL","PORK BELLY BELGIAN BONELESS","",99,5.40,1,"KG",0,0,,15
502,"PO/BE/BL","PORK BELLY BONELESS LOCALFREERANGE","",99,5.30,1,"KG",0,0,,15
504,"PO/BE/CA","PORK BELLY CAJUN","",99,5.50,1,"KG",0,0,,15
505,"PO/BE/ST","PORK BELLY LOCAL FREERANGE STUFFED","",99,5.50,1,"KG",0,0,,15
507,"PO/CH","PORK CHOPS LOIN LOCAL FREERANGE","",99,4.68,1,"KG",0,0,,15
508,"PO/CH/BA","PORK CHOP LOCAL FREERANGE EACH","",99,0.64,1,"EA",0,0,,15
509,"PO/CH/FO","PORK CHOP THE BIG ONE","",99,4.90,1,"KG",0,0,,15
510,"PO/CH/FT","PORK CHOP FRENCH TRIMMED","",99,4.95,1,"KG",0,0,,15
512,"PO/DI","PORK LEG DICED LOCAL FREERANGE","",99,3.98,1,"KG",0,0,,15
513,"PO/ES","PORK ESCALOPES LOCAL FREERANGE","",99,4.70,1,"KG",0,0,,15
515,"PO/FA","PORK FAT","",99,1.35,1,"KG",0,0,,10
516,"PO/HO","PORK HOCKS LOCAL FREERANGE","",99,2.40,1,"KG",0,0,,15
517,"PO/HOR","PORK HORSESHOES","",99,0.00,0,"IN",0,0,,14
519,"PO/LE/4","PORK AND LEEK SAUSAGE 4s","",99,2.95,1,"KG",0,0,,16
520,"PO/LE/BE","PORK LEGS BONE IN BELGIUM","",99,0.00,1,"KG",0,0,,10
521,"PO/LE/BI","PORK LEG B/IN LOCAL FREERANGE","",99,2.80,1,"KG",0,0,,15
522,"PO/LE/BL","PORK LEG B/LESS LOCAL FREERANGE","Boneless weight price",99,3.88,1,"KG",0,0,,15
523,"PO/LE/CA","PORK LEG CARVERY STYLE","",99,3.25,1,"KG",0,0,,15
525,"PO/LE/PL","PORK LEGS BONE IN","",99,0.00,1,"KG",0,0,,15
526,"PO/LE/SI","PORK LEGS SINGED IRISH","",99,0.00,0,"IN",0,0,,10
527,"PO/LE/UK","PORK LEGS BONE IN UK","",99,0.00,1,"KG",0,0,,10
528,"PO/LO/BI","PORK LOIN BONE IN LOCAL F/RANGE","",99,3.50,1,"KG",0,0,,15
529,"PO/LO/BL","PORK LOIN BONELESS LOCAL F/RANGE","",99,4.68,1,"KG",0,0,,15
530,"PO/LO/CA","PORK LOIN CARVERY","",99,4.30,1,"KG",0,0,,15
531,"PO/LO/EY","PORK LOIN EYE LOCAL F/RANGE","",99,5.50,1,"KG",0,0,,15
532,"PO/LO/FR","PORK LOIN BONELESS FRENCH","",99,4.25,1,"KG",0,0,,15
533,"PO/LO/SP","PORK LOIN BONELESS SPANISH","",99,3.95,1,"KG",0,0,,15
534,"PO/LO/ST","PORK LOIN STEAKS LOCAL F/RANGE","",99,4.70,1,"KG",0,0,,15
535,"PO/LO/ST/CA","PORK LOIN STEAK CAJUN","",99,5.10,1,"KG",0,0,,15
537,"PO/LO/ST/EA","PORK LOIN STEAK EACH","",99,0.58,1,"EA",0,0,,15
538,"PO/LO/ST/SP","PORK LOIN STEAK SPANISH HARBOUR","",99,5.10,1,"KG",0,0,,15
539,"PO/MI","PORK MINCED LOCAL F/RANGE","",99,3.85,1,"KG",0,1,,15
540,"PO/RI","PORK RIBS","",99,4.40,1,"KG",0,7,,15
541,"PO/RI/BA","PORK RIBS BABY BACK","",99,5.40,1,"KG",0,7,,15
542,"PO/RI/EA","PORK SPARE RIBS EACH","",99,0.50,1,"EA",0,0,,15
543,"PO/RI/KI","PORK RIB KING","",99,5.30,1,"KG",0,0,,15
544,"PO/SA","PORK SAUSAGEMEAT","",99,3.15,1,"KG",0,0,,16
545,"PO/SE","PORK SEMI LEAN","",99,3.65,1,"KG",0,0,,15
546,"PO/SH/BI","PORK SHOULDER BONE IN LOCAL F/RANGE","",99,3.35,1,"KG",0,0,,15
547,"PO/SH/BL","PORK SHOULDER BONELESS FREERANGE","",99,3.95,1,"KG",0,0,,15
548,"PO/SH/DI","PORK SHOULDER DICED LOCAL F/RANGE","",99,3.86,1,"KG",0,0,,15
549,"PO/SH/FO","PORK SHORT FORES","",99,2.85,1,"KG",0,0,,15
550,"PO/SH/MA","PORK SHOULDER MARINATED","",99,4.30,1,"KG",0,0,,15
551,"PO/SI","PORK SIDE EX HEAD","",99,0.00,0,"IN",0,0,,10
552,"PO/SP/ST","PORK SPARERIB STEAK FREERANGE","",99,3.89,1,"KG",0,0,,15
553,"PO/TE","PORK TENDERLOIN LOCAL FREERANGE","",99,6.70,1,"KG",0,0,,15
554,"PO/TR","PORK TRIM","",99,0.00,0,"IN",0,0,,10
555,"POT","SALTPETRE(POTASSIUM NITRATE)","",99,0.00,0,"IN",0,0,,10
556,"POU","POUSSIN EACH","",99,2.25,1,"EA",0,0,,4
557,"POU/BL","POUSSIN BONELESS","",99,2.85,1,"EA",0,0,,4
558,"POUCH","W A FOODS BACON POUCH","",99,0.00,0,"IN",0,0,,10
559,"PR/FA","PRESSED BEEF FAT","PRESSED BEEF FAT",99,0.00,0,"KG",0,365,,2
561,"QU","QUAIL OVEN READY EACH","",99,1.55,1,"EA",0,0,,7
562,"QU/BL","QUAIL BONELESS EACH","",99,2.35,1,"EA",0,0,,7
564,"RAB/DI","RABBIT DICED","",99,9.02,1,"KG",0,0,,7
565,"RAB/EA","RABBIT EACH","",99,3.25,1,"EA",0,0,,7
566,"RAB/FR","FRENCH RABBIT LARGE","FRENCH RABBIT",99,5.50,1,"KG",0,0,,7
568,"RI/EY","RIBEYE STEAKS","",99,24.50,1,"KG",0,0,,17
570,"RI/EY/HA","RIB EYE STEAKS HAMPSHIRE","RIB EYE STEAKS HAMPSHIRE",99,22.50,1,"KG",0,0,,17
571,"RI/EY/IW","RIBEYE STEAKS IOW REARED","",99,24.50,1,"KG",0,0,,17
572,"RI/EY/KE","RIBEYE STEAKS WINDMILL WOOD WAGYU","",99,22.50,1,"KG",0,0,,2
573,"RI/EY/WH","RIBEYE WHOLE","",99,21.50,1,"KG",0,0,,2
574,"RI/EY/WH/HA","Whole Rib Eye. Hampshire","Whole Rib Eye. Hampshire",99,21.50,1,"KG",0,0,,17
575,"RI/EY/WH/IW","RIBEYE WHOLE IOW REARED","",99,22.50,1,"KG",0,0,,2
576,"RIP","RIPON BREADRUSK 4 SIFTED","",99,0.00,0,"IN",0,0,,10
577,"RO/BL","ROLLERBLADES","",99,0.00,0,"IN",0,0,,2
578,"ROSE","ROSEMARY FRESH","",99,0.00,0,"IN",0,0,,10
579,"RU/FI","RUMP FILLETS ","",99,23.00,1,"KG",0,0,,2
580,"RU/LO","RUMPS AND LOINS","",99,10.40,1,"KG",0,0,,2
581,"RU/ST","RUMP STEAKS","",99,10.45,1,"KG",0,0,,17
582,"RU/ST/10","RUMP STEAK EACH 10oz","",99,3.20,1,"EA",0,0,,17
583,"RU/ST/5","RUMP STEAKS EACH 5OZ","",99,1.10,1,"EA",0,0,,17
584,"RU/ST/8","RUMP STEAKS EACH 8OZ","",99,2.50,1,"EA",0,0,,17
585,"RU/ST/EA","RUMP STEAKS EACH","",99,1.85,1,"EA",0,0,,17
586,"RU/ST/HA","RUMP STEAK HAMPSHIRE","RUMP STEAKS HAMPSHIRE",99,10.95,1,"KG",0,0,,2
587,"RU/ST/IW","RUMP STEAKS IOW REARED","",99,10.95,1,"KG",0,0,,17
588,"RU/ST/KE","RUMP STEAKS WINDMILL WOOD WAGYU","",99,10.90,1,"KG",0,0,,2
590,"RU/ST/RO","ROCK RUMP STEAKS","",99,13.95,1,"KG",0,0,,17
591,"RU/ST/RO/IW","RUMP STEAK ROCKS IOW","",99,13.95,1,"KG",0,0,,17
592,"RU/WH","RUMPS WHOLE BONED","",99,9.95,1,"KG",0,0,,2
593,"RU/WH/BI","RUMP WHOLE BONE IN","",99,11.00,1,"KG",0,0,,2
594,"RU/WH/IW","RUMP WHOLE IOW REARED","",99,10.45,1,"KG",0,0,,2
595,"SA/BE","OWN PRODUCED SALTED BRISKET","TASTE SENSATION",99,6.45,1,"KG",0,0,,2
597,"SA/DA","AUTHENTIC SALAMI DANISH","",99,4.70,1,"KG",0,0,,5
598,"SA/DA/PK","SALAMI DANISH SLICED 500G","",99,5.80,1,"EA",0,0,,5
599,"SA/MI","AUTHENTIC SALAMI MILANO ","",99,10.85,1,"KG",0,0,,5
600,"SA/MI/PK","SALAMI MILANO SLICED 500G","",99,7.80,1,"EA",0,0,,5
601,"SA/NA","AUTHENTIC NAPOLI SALAMI","",99,9.50,1,"KG",0,0,,5
602,"SA/SI","OWN PRODUCED SALTED SILVERSIDE","",99,6.80,1,"KG",0,0,,2
604,"SAF","SAF PRESERVE","",99,0.00,0,"IN",0,0,,10
605,"SAF/MIX","SAFA BUGER MIX","",99,0.00,1,"KG",0,0,,10
606,"SAGE","SAGE AND ONION STUFFING","",99,0.00,0,"IN",0,0,,10
607,"SALT","PVD SALT","",99,0.00,0,"IN",0,0,,10
608,"SEA","SEA SALT TYPE C 160 TAN","",99,0.00,0,"IN",0,0,,10
609,"SER","AUTHENTIC SERRANO HAM SLICED","",99,18.20,1,"KG",0,0,,5
610,"SER/PK","AUTHENTIC SERRANO HAM PK 250GM","",99,4.40,1,"EA",0,0,,5
611,"SHEEP","SPOOLED BLUE SHEEP CASINGS","",99,0.00,0,"IN",0,0,,10
612,"SI/BR","SIRLOIN B/R BONELESS WT","",99,15.60,1,"KG",0,0,,2
614,"SI/OB","SIRLOIN ON THE BONE","",99,13.50,1,"KG",0,0,,2
615,"SI/OB/IW","SIRLOIN ON THE BONE IOW","",99,13.50,1,"KG",0,0,,2
616,"SI/ST","SIRLOIN STEAKS","",99,17.90,1,"KG",0,0,,17
617,"SI/ST/8","SIRLOIN STEAKS EACH 8OZ","",99,2.90,1,"EA",0,0,,17
619,"SI/ST/HA","SIRLOIN STEAKS","SIRLOIN STEAKS HAMPSHIRE",99,21.60,1,"KG",0,0,,2
620,"SI/ST/IW","SIRLOIN STEAK REARED IOW","",99,18.60,1,"KG",0,0,,17
621,"SI/ST/KE","SIRLOIN STEAKS WINDMILL WOOD WAGYU","",99,17.60,1,"KG",0,0,,2
622,"SI/ST/OB","SIRLOIN STEAK ON THE BONE","",99,19.60,1,"KG",0,0,,2
623,"SILV","SILVERSIDE OF BEEF","",99,6.50,1,"KG",0,0,,2
625,"SILV/IW","SILVERSIDE IOW REARED","",99,6.50,1,"KG",0,0,,2
626,"SILV/KE","SILVERSIDE BEEF WINDMILL WOOD WAGYU ","",99,6.50,1,"KG",0,0,,2
627,"SLICER","SLICER ","MG350",99,180.00,1,"EA",0,0,,10
628,"SM/BBQ","SMOKEY BBQ GLAZE","",99,0.00,1,"EA",0,0,,12
629,"SM/SPI/BBQ","spice up your life small","",99,25.00,1,"EA",0,0,,12
630,"SOD","SODIUM SULPHATE","",99,0.00,0,"IN",0,0,,10
633,"SP/BR","VERSTEGEN SPICY BREADING","",99,48.70,1,"EA",0,0,,12
634,"ST","STRIPLOIN","",99,15.90,1,"KG",0,0,,2
635,"ST/6","STRIPLOIN IMPORTED","",99,9.90,1,"KG",0,0,,2
637,"ST/IW","STRIPLOIN IOW REARED","",99,16.90,1,"KG",0,0,,2
638,"ST/KI","STEAK AND KIDNEY","",99,5.90,1,"KG",0,2,,12
640,"STARCH","PEA STARCH","",99,0.00,1,"EA",0,0,,12
641,"STIL","STILTON","",99,0.00,0,"IN",0,0,,12
642,"STRING","BALL OF STRING","",99,3.60,1,"EA",0,0,,12
643,"SU/LA/MI","SUPREME LAMBURGER MIX","",99,0.00,0,"IN",0,0,,10
644,"SUI","SUICIDER","",99,0.00,0,"IN",0,0,,10
645,"SUPER","LUCAS SUPERFINE RUSK","",99,0.00,0,"IN",0,0,,10
646,"TAN","TANDOORI MRC GLAZE","",99,0.00,0,"IN",0,0,,10
647,"TB","T-BONE STEAKS","",99,17.90,1,"KG",0,0,,17
648,"TEN","TENDERISER PAULUS STUART SEMI AUTOMATIC","",99,3300.00,1,"EA",0,0,,12
649,"THY","RUBBED THYME","",99,0.00,0,"IN",0,0,,10
650,"TO/BR","TOPSIDE ROLL BONELESS","",99,7.95,1,"KG",0,0,,2
651,"TO/BR/HA","TOPSIDE BONELESS. HAMPSHIRE","TOPSIDE BONELESS. HAMPSHIRE",99,7.45,1,"KG",0,0,,2
652,"TO/BR/IW","TOPSIDE OF BEEF IOW REARED","",99,7.95,1,"KG",0,0,,2
653,"TO/BR/KE","TOPSIDE OF BEEF WINDMILL WOOD WAGYU","",99,7.45,1,"KG",0,0,,2
654,"TO/PA","PAD TOPSIDE","",99,7.95,0,"IN",0,0,,2
655,"TO/RU","TOP RUMP WINDMILL WOOD WAGYU","",99,6.25,1,"KG",0,0,,2
656,"TO/RU/ST","TOP RUMP STRIPS HAMPSHIRE","",99,7.40,1,"KG",0,0,,2
657,"TO/WH","TOPSIDE WHOLE","",99,7.65,1,"KG",0,0,,2
658,"TO/WH/IW","TOPSIDE WHOLE IOW REARED","",99,7.65,1,"KG",0,0,,2
659,"TOM","TOMAHAWK STEAKS","",99,16.40,1,"KG",0,0,,2
660,"TOMATO","TOMATO PUREE","",99,0.00,0,"IN",0,0,,10
661,"TOU","TOULOUSE SAUSAGE MIX","",99,1.00,1,"KG",0,0,,10
662,"TRAY","STACKING TRAYS","",99,8.74,1,"EA",0,0,,12
663,"TRI","SODIUM TRIPOLYPHOSPHATE","",99,0.00,0,"IN",0,0,,10
664,"TU/BR","TURKEY BREAST BONELESS","",99,5.99,1,"KG",0,5,,18
665,"TU/BR/CH","TURKEY BREAST BONELESS ENG","",99,7.90,1,"KG",0,0,,18
667,"TU/BR/DI","TURKEY BREAST DICED","",99,7.60,1,"KG",0,0,,18
668,"TU/BR/MI","TURKEY BREAST MINCED","",99,7.60,1,"KG",0,1,,18
669,"TU/CR","TURKEY CROWN BONE IN","",99,4.40,1,"KG",0,0,,18
670,"TU/DI","TURKEY BREAST AND THIGH DICED","",99,7.60,1,"KG",0,0,,18
671,"TU/ES","TURKEY ESCALOPES","",99,7.60,1,"KG",0,0,,18
672,"TU/ES/EA","TURKEY ESCALOPE EACH","",99,1.04,1,"EA",0,0,,18
673,"TU/HEN","TURKEY FRESH HEN BIRD","",99,6.99,1,"KG",0,0,,18
674,"TU/LE/BI","TURKEY LEG BONE IN","",99,2.85,1,"KG",0,0,,18
675,"TU/LE/BL","TURKEY LEG BONELESS","",99,3.95,1,"KG",0,0,,18
676,"TU/MI","TURKEY MINCE","",99,6.90,1,"KG",0,1,,18
677,"TU/RO","TURKEY ROLL 70/30 BREAST AND THIGH","",99,5.95,1,"KG",0,0,,18
678,"TU/ST","TURKEY STEAKS","",99,6.90,1,"KG",0,0,,18
680,"TU/TH/DI","TURKEY THIGH DICED","",99,3.90,1,"KG",0,0,,18
681,"TU/TH/MI","TURKEY THIGH MINCE","",99,3.90,1,"KG",0,1,,18
682,"TU/WH","WHOLE FRESH TURKEYS 25lB+ ENGLISH","",99,3.99,1,"KG",0,0,,18
683,"TU/WI","TURKEY WINGS","",99,0.60,1,"KG",0,0,,18
684,"TUR","TURMERIC","",99,0.00,0,"IN",0,0,,10
685,"UMA","UMAMI POWDER","",99,0.00,0,"IN",0,0,,10
686,"VAC","VAC PACKER USED","",99,720.00,1,"EA",0,0,,12
687,"VE/BON","VEAL BONES","",99,1.40,1,"KG",0,0,,7
689,"VE/CU","VEAL CUTLETS BEST END","",99,23.75,1,"KG",0,0,,7
690,"VE/DI","VEAL DICED (V)","",99,9.00,1,"KG",0,0,,7
691,"VE/ES","VEAL ESCALOPES (V)","",99,10.95,1,"KG",0,0,,2
692,"VE/HE","WEST COUNTRY VEAL HEARTS","",99,5.20,1,"KG",0,0,,2
694,"VE/LI","VEAL LIVER","",99,10.60,1,"KG",0,0,,7
696,"VE/MI","VEAL MINCE","",99,5.60,1,"KG",0,0,,7
697,"VE/RA","VEAL RACK","",99,21.25,1,"KG",0,0,,2
701,"VE/SA","VENISON SADDLES","",99,16.20,1,"KG",0,0,,7
703,"VE/SI","VEAL SILVERSIDE FLATS","",99,8.90,1,"KG",0,0,,19
704,"VE/ST","VENISON STEAKS","",99,12.65,1,"KG",0,0,,7
707,"VE/TO","VEAL TOPSIDE","",99,10.95,1,"KG",0,0,,7
